longitude,latitude,name,place,score,sense,thoughts,sounds
77.5105485,13.1145032,Paakegowdanapalya,neighbourhood,67,layered,calm,
77.5604872,13.0822398,Narasipura Layout,neighbourhood,61,layered,calm,
77.5625432,13.0847453,HMT Layout,neighbourhood,76,layered,calm,
77.5575408,13.0837969,HMT Colony,neighbourhood,68,layered,calm,
77.491124,13.0373801,Byraveshwara Nagara,neighbourhood,73,layered,calm,
77.4939859,13.0397318,Venugopala Nagara,neighbourhood,78,layered,calm,
77.6110603,13.0256105,Chinnanna Layout,neighbourhood,58,layered,calm,
77.5975272,13.0364498,Cholanayakanahalli,neighbourhood,64,layered,calm,
77.5885498,13.0287777,RBI Colony,neighbourhood,61,layered,calm,
77.5900049,13.0201254,Krishnappa Block,neighbourhood,61,layered,calm,
77.6195361,12.9181537,Dollar Scheme Colony,neighbourhood,74,layered,calm,
77.64454,13.0395959,Sri Sai Layout,neighbourhood,75,layered,calm,
77.6068291,12.9263886,Balaji Layout,neighbourhood,72,layered,calm,
77.5993048,13.0341222,Chamundi Nagara,neighbourhood,70,layered,calm,
77.6613684,12.9914863,Rahat Bagh,neighbourhood,71,layered,calm,
77.5755584,12.9869634,Nehru Nagar,neighbourhood,64,layered,calm,
77.6128131,12.9309178,Jogi Colony,neighbourhood,65,mixed,vibrant,
77.4709879,13.1337747,Viniyaka Layout,neighbourhood,77,layered,calm,
77.7126762,12.9791406,Channama Layout,neighbourhood,48,mixed,alive,
77.5815573,13.0531468,Sarovara Layout,neighbourhood,77,layered,calm,
77.5442803,13.0929046,Bestcounty2,neighbourhood,69,layered,calm,
77.6053029,13.0734404,MCHS Layout,neighbourhood,61,layered,calm,
77.7499679,12.9373974,Ramaswami Layout,neighbourhood,57,mixed,alive,
77.6067432,12.9204015,Maruthi Layout,neighbourhood,84,blast,calm,
77.6778517,12.9041861,KPC Layout,neighbourhood,52,layered,chaotic,
77.67165,13.0181811,Muneshwara Layout,neighbourhood,76,layered,calm,
77.6391095,13.1256547,Balaji Layout Phase 2,neighbourhood,67,layered,calm,
77.5703537,12.8559982,Anjanapura 10th Block,neighbourhood,76,layered,calm,
77.5670063,12.8566677,Anjanapura 9th Block,neighbourhood,78,layered,calm,
77.5549257,12.8588433,Anjanapura 8th Block,neighbourhood,74,layered,calm,
77.5544965,12.8623159,Anjanapura 7th Block,neighbourhood,64,layered,calm,
77.5518358,12.8536761,Anjanapura 6th Block,neighbourhood,77,layered,calm,
77.5557411,12.8644392,Anjanapura 3rd Block,neighbourhood,68,layered,calm,
77.5584447,12.8576509,Anjanapura 5th Block,neighbourhood,81,blast,calm,
77.5597215,12.8586864,Anjanapura 4th Block,neighbourhood,74,layered,calm,
77.5498187,12.8628703,Anjanapura 2nd Block,neighbourhood,67,layered,calm,
77.5477588,12.8588538,Anjanapura 1st Block,neighbourhood,71,layered,calm,
77.6744108,12.9659706,Syed Block,neighbourhood,56,layered,chaotic,
77.7468721,12.9400923,Gandhi Circle,neighbourhood,55,mixed,alive,
77.5751455,13.0377211,NGEF Layout,neighbourhood,39,bleh,chaotic,
77.6146643,13.1163349,Palanahalli,neighbourhood,63,layered,calm,
77.6803457,12.9672445,Talacauvery Layout,neighbourhood,80,blast,calm,
77.5656142,13.0985378,Akshaya Nagar,neighbourhood,67,layered,calm,
77.5637894,13.0985808,Tirumala Nagar,neighbourhood,64,layered,calm,
77.554129,12.9363569,Srinivas Nagar,neighbourhood,63,layered,calm,
77.7123874,12.9308276,Panathur Dinne,neighbourhood,24,bleh,frantic,
77.7178296,12.9524185,GJM Sai Garden Layout,neighbourhood,90,blast,calm,
77.5418368,12.9977407,Maruthi House Building Co-operative Society Layout,neighbourhood,52,layered,chaotic,
77.5414636,12.9980709,Bhimajyothi LIC HBCS Layout,neighbourhood,59,layered,chaotic,
77.6267338,13.1056449,Waseem Layout,neighbourhood,57,layered,calm,
77.6285684,13.1061674,Fakir Colony,neighbourhood,41,bleh,chaotic,
77.6951918,12.9708934,Ambedkar Colony,neighbourhood,37,bleh,chaotic,
77.6981476,12.9706019,Wasa Layout,neighbourhood,47,mixed,alive,
77.4852955,12.896025,Chettupalya,neighbourhood,64,layered,chaotic,
77.7493148,12.9635616,Brooke Bond,neighbourhood,58,mixed,alive,
77.6666772,12.993111,Pai Layout,neighbourhood,56,layered,calm,
77.6698294,12.9928585,Gangappa Layout,neighbourhood,70,layered,calm,
77.588633,13.0258705,Vasanthappa Block,neighbourhood,55,layered,calm,
77.6294703,12.9352939,Green Leaf Layout,neighbourhood,67,mixed,vibrant,
77.6301,12.9352292,Chandra Reddy Layout,neighbourhood,68,mixed,vibrant,
77.680004,12.9108663,Kasavanahalli,neighbourhood,20,bleh,frantic,
77.6223618,12.9119629,N. G. R. Layout,neighbourhood,62,layered,calm,
77.7082171,12.9631181,Maruthi Layout,neighbourhood,70,mixed,alive,
77.7227717,12.9601044,Thubarahalli Palya,neighbourhood,73,mixed,alive,
77.5566819,13.0682587,Nanjappa Layout,neighbourhood,75,layered,calm,
77.677326,12.9922767,MEG Layout,neighbourhood,59,layered,calm,
77.6400483,13.0657381,LBS Nagar,neighbourhood,62,layered,calm,
77.6376986,13.064403,Arkavathy Layout 6th Block,neighbourhood,64,layered,calm,
77.6542613,13.0517881,Kanakashree Layout,neighbourhood,68,layered,calm,
77.6504338,13.0581531,Evergreen Layout,neighbourhood,67,layered,calm,
77.5785586,12.8718026,Kothnur Lake View Layout,neighbourhood,89,blast,calm,
77.6408228,12.8785082,Wellington Paradise Layout,neighbourhood,59,layered,calm,
77.6935503,13.0303273,Megacity Layout,neighbourhood,62,layered,calm,
77.5548354,13.0650738,Ramanna Gardens,neighbourhood,87,blast,calm,
77.7898968,12.8593687,Akshaya Greens,neighbourhood,61,layered,calm,
77.6016337,12.9141537,SFHS Layout,neighbourhood,84,blast,calm,
77.6435459,12.9800087,Subedar Garden,neighbourhood,76,layered,calm,
